"Plant_species","Pollinator_species","Interaction","Id","Unique_id","Locality","Latitude","Longitude","Order_all","Family_all","Genus_all","Species_all","Subspecies","Sex_or_flower_type","Breeding_system","Breeding_system_info","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Autonomous_selfing_level_seed_set","autonomous_selfing_sample_size","Compatibility","Self_compatible_author","Self_compatible_reference","Self_compatible_doi","Compatibility_genus","Info_level","Asexual_reproduction","Asexual_reproduction_type","Agamospermy/apomixis (yes/no/some_populations)","Flower_colour","Flower_morphology","Flower_symmetry","Corolla_diameter_mean","Corolla_diameter_min","Corolla_diameter_max","Corolla_length_mean","Corolla_length_min","Corolla_length_max","Tube_length","style_length_mm","style_length_min_mm","style_length_max_mm","style_length_max_sd","style_length_max_N","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","References","Reference_info","DOI","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","Species"
"Chaerophyllum procumbens","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Apiales","Apiaceae","Chaerophyllum","Chaerophyllum procumbens","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","2.8","NA","NA","0.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","NA","0.3","0.15","NA; NA","online: http://www.missouriplants.com; online: https://guides.nynhp.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Chaerophyllum procumbens"
"Cicuta maculata","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Apiales","Apiaceae","Cicuta","Cicuta maculata","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","mullingan & munro 1981","journal: canadian journal of plant sciences","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","3","NA","NA","1.2","NA","NA","NA","0.1","NA","NA","NA","NA","2","NA","NA","NA","NA","herb","perennial","NA","2","1","mulligan & munro 1980; NA; lahring 2003","journal: canadian journal of plant science; online: http://www.missouriplants.com *style length*; book: water and wetland plants of the praire provinces","https://doi.org/10.4141/cjps91-129","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cicuta maculata"
"Circaea lutetiana","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Myrtales","Onagraceae","Circaea","Circaea lutetiana","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","boufford 1983","online: seen on http://www.floranordica.org/","NA","self_compatible","flower","yes","rhizomes","NA","white","dish","actinomorphic","5.5","3","8","2.9","NA","NA","NA","4","2.5","5.5","NA","NA","2","NA","NA","NA","NA","herb","perennial","0.3","0.6","0.45","NA; NA; verbung & during 1998; peter & raven 1963; NA; gates 1958","online: https://www.florafinder.org; online: https://www.ct-botanical-society.org; journal: plant ecology; journal: watsonia; online: http://www.missouriplants.com/ *style mm, ovule number*; book: taxonomy and genetics of oenothera","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Circaea lutetiana"
"Cirsium altissimum","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Cirsium","Cirsium altissimum","NA","bisexual","hermaphrodite","NA","low","quantitative","NA","0.2","NA","partially_self_compatible","adhikari 2003","thesis: effects on insect herbivory on plant architecture","NA","NA","capitulum","NA","NA","no","pink","capitulum","actinomorphic","31","NA","NA","27","NA","NA","NA","5","4","6","NA","NA","NA","NA","NA","NA","NA","herb","biennial","NA","2.5","1.25","NA; adhikari 2003","online: http://www.missouriplants.com; thesis: effects of insect herbivory on plant architecture, flowering phenology. flower vistor sactivity and reproduction success in cirsium altissimum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cirsium altissimum"
"Cirsium discolor","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Cirsium","Cirsium discolor","NA","bisexual","hermaphrodite","protandrous","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","pink","capitulum","actinomorphic","45","NA","NA","30","25","35","NA","5","4","6","NA","NA","NA","NA","NA","NA","NA","herb","biennial","0.9","2.1","1.5","NA; NA; NA","online: https://www.minnesotawildflowers.info; online: https://www.fs.fed.us; online: http://swbiodiversity.org/ *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cirsium discolor"
"Cirsium lanceolatum","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Cirsium","Cirsium lanceolatum","NA","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","partially_self_compatible","michaux 1982","journal: ecology","https://doi.org/10.1080/0028825X.1989.10414122","NA","capitulum","no","NA","no","pink","capitulum","actinomorphic","44.5","38","51","38","25","51","NA","4.75","3.5","6","NA","NA","NA","NA","NA","NA","NA","herb","annual","NA","1.5","0.75","NA; michaux 1989; NA","online: http://www.herbiguide.com.au; journal: new zealand journal of botany; online: http://swbiodiversity.org/","NA","https://doi.org/10.1080/0028825X.1989.10414121","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cirsium lanceolatum"
"Cirsium pumilum","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Cirsium","Cirsium pumilum","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","NA","online: http://echinaceaproject.org","NA","NA","capitulum","yes","lateral shoots","NA","purple","capitulum","actinomorphic","114","38","76","50","40","60","NA","5","3","7","NA","NA","NA","NA","NA","NA","NA","herb","biennial","0.25","1","0.625","NA; NA; NA","online: efloras.org; online: http://echinaceaproject.org; online: https://www.gbif.org/ *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cirsium pumilum"
"Claytonia virginica","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clematis pitcheri","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Ranunculales","Ranunculaceae","Clematis","Clematis pitcheri","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","pink_white","campanulate","actinomorphic","23","NA","NA","26","18","34","NA","25","20","30","NA","NA","NA","NA","NA","NA","NA","vine","perennial","NA","3.6","1.8","NA; NA","online: https://www.illinoiswildflowers.info; online: https://www.discoverlife.org; online: http://herbanwmex.net/ *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Clematis pitcheri"
"Clematis virginiana","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Ranunculales","Ranunculaceae","Clematis","Clematis virginiana","NA","separated","polygamo-dioecious","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","18","NA","NA","NA","NA","NA","NA","30","NA","NA","NA","NA","8","6","10","NA","NA","vine","perennial","NA","6.6","3.3","NA; NA","online: http://www.missouriplants.com/ *style length*; online: http://worldfloraonline.org/ *ovule number*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Clematis virginiana"
"Collinsia verna","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Lamiales","Plantaginaceae","Collinsia","Collinsia verna","NA","bisexual","hermaphrodite","NA","medium","quantitative","44","NA","NA","self_compatible","kalisz et al., 1999","journal: american journal of botany","10.2307/2656771","NA","flower","no","NA","NA","purple_white","tube","zygomorphic","7.5","6","9","9","7","11","3.8","9.5","8","11","NA","NA","4","NA","NA","NA","NA","herb","annual","1.2","4","2.6","Kalisz et al 1999; groesbeck & rezniceck 2012","journal: american journal of botany *ovule number*; book: field manual of michigan flora *style length*","https://doi.org/10.2307/2656771","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Collinsia verna"
"Comandra umbellata","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Santalales","Santalaceae","Comandra","Comandra umbellata","NA","bisexual","hermaphrodite","NA","low","quantitative","5","NA","12","partially_self_compatible","montgomery 2007","thesis: patterns and consequences of competition for pollination between introduced and native species with different floral traits","NA","NA","flower","yes","rhizomes","NA","white","tube","actinomorphic","5","3","7","5","NA","NA","1.5","1.2","NA","NA","NA","NA","2.5","2","3","NA","NA","herb","perennial","NA","0.5","0.25","NA; montgomery 2007; NA; NA","online: http://swbiodiversity.org; thesis: patterns and consequences of competition for pollination between introduced and native species with different floral traits; online: http://echinaceaproject.org; online: http://www.missouriplants.com/ *ovule number*","NA","NA","NA","NA","NA","fruit","15","8","15","12","5","12","5","12","NA","NA","NA","NA","Comandra umbellata"
"Convolvulus sepium","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Solanales","Convolvulaceae","Calystegia","Calystegia sepium","NA","bisexual","hermaphrodite","NA","low","quantitative","5.3","NA","38","self_compatible","ushimaru & kikuzawa 1999","journal: american journal of botany","https://doi.org/10.2307/2656764","NA","flower","yes","rhizomes","no","white","campanulate","actinomorphic","60","NA","NA","55","40","70","NA","22.5","20","25","NA","NA","4","NA","NA","NA","NA","herb","perennial","NA","3","1.5","NA; ushimaru & kikuzawa 1999; NA","online: http://www.missouriplants.com *ovule number*; journal: american journal of botany; online: http://www.flora.sa.gov.au/ *style length*","NA","https://doi.org/10.2307/2656764","NA","NA","NA","fruit","88","34","81","37","77","43","5.3","38","NA","NA","0","14","Calystegia sepium"
"Coreopsis palmata","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Coreopsis","Coreopsis palmata","NA","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","self_incompatible","parrish & bazzaz 1980","journal: ecology","https://doi.org/10.2307/1936081","NA","capitulum","yes","rhizomes","NA","yellow","capitulum","actinomorphic","38","25","50","11","NA","NA","NA","6.7","NA","NA","NA","NA","90","NA","NA","NA","NA","herb","perennial","0.5","0.9","0.1","parrish and bazzaz 1981","journal: ecology; online: http://swbiodiversity.org/","https://doi.org/10.2307/1936080","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Coreopsis palmata"
"Coreopsis tripteris","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Coreopsis","Coreopsis tripteris","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_incompatible","capitulum","NA","NA","NA","brown_yellow","capitulum","actinomorphic","67.5","NA","NA","15","NA","NA","NA","3.5","3","4","NA","NA","60","NA","NA","NA","NA","herb","perennial","0.9","2.4","1.65","NA; smith 1976; NA","online: https://www.illinoiswildflowers.info; journal: sida, contributions to botany, vol. 6, no 3; online: https://gobotany.nativeplanttrust.org/ *ovule number based on florets*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Coreopsis tripteris"
"Cornus amomum","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Cornales","Cornaceae","Cornus","Cornus amomum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","no","NA","NA","yellow","dish","actinomorphic","10","9","12.5","NA","NA","NA","NA","3.4","NA","NA","NA","NA","2","NA","NA","NA","NA","shrub","perennial","2","4","3","wilson 1964","journal: transactions of the kansas academy of science","10.2307/3626804","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cornus amomum"
"Cornus florida","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Cornales","Cornaceae","Cornus","Cornus florida","NA","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","self_incompatible","reed 2004","journal: hortscience","NA","NA","flower","no","NA","no","yellow","tube","actinomorphic","10.5","NA","NA","3","NA","NA","3","3.5","3","4","NA","NA","2","NA","NA","NA","NA","tree","perennial","NA","15","7.5","NA; reed 2004; NA; NA","online: http://www.missouriplants.com; journal: hortscience; online: http://www.missouriplants.com/ *style length*; book: botany illustrated: introduction to plants, major groups, flowerin plant *ovule numer*","NA","https://doi.org/10.21273/hortsci.39.2.335","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cornus florida"
"Cornus paniculata","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Cornales","Cornaceae","Cornus","Cornus oblonga","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","8","NA","NA","1","NA","NA","NA","2.65","2.5","2.8","NA","NA","2","NA","NA","NA","NA","tree","perennial","NA","16","8","NA; NA; NA","online: www.efloras.org *style length*; online: https://www.flowersofindia.net; online: http://www.worldfloraonline.org/ *ovule number*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cornus oblonga"
"Crataegus coccinea","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Rosales","Rosaceae","Crataegus","Crataegus coccinea","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","18.5","15","22","5","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","tree","perennial","7","12","9.5","Nelson et al., 2014; NA","book: trees of eastern north america; online: http://dev.semanticfna.org/ *ovule number*","ISBN: 0691145911","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Crataegus coccinea"
"Crataegus crus-galli","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Rosales","Rosaceae","Crataegus","Crataegus crus-galli","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","dickinson 1985","journal: canadian journal of plant sciences"," https://doi.org/10.4141/cjps85-087 ","NA","flower","NA","NA","NA","pink_white","dish","actinomorphic","10","8","12","2.5","NA","NA","NA","NA","NA","NA","NA","NA","4","2","6","NA","NA","tree","perennial","5","10","7.5","NA; dickinson & phipps 1986; NA","online: http://www.efloras.org; journal: american journal of botany; book: dendrology: cones, flowers, fruits and seeds","NA","10.2307/2444284","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Crataegus crus-galli"
"Crataegus mollis","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Rosales","Rosaceae","Crataegus","Crataegus mollis","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","22.5","20","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","tree","perennial","6","12","10","NA; NA; NA","online: https://www.wildflower.org; online: http://www.missouriplants.com; online: http://dev.semanticfna.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Crataegus mollis"
"Crotalaria sagittalis","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Crotalaria","Crotalaria sagittalis","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","yellow","papilionaceous","zygomorphic","9","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","1.8","3.6","2.7","NA","online: https://www.illinoiswildflowers.info","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Crotalaria sagittalis"
"Cryptotaenia canadensis","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Apiales","Apiaceae","Cryptotaenia","Cryptotaenia canadensis","NA","bisexual","hermaphrodite","NA","high","qualitative","NA","NA","NA","self_compatible","williams 1994","journal: evolution"," https://doi.org/10.2307/2410520 ","NA","flower","yes","rhizomes","NA","white","dish","actinomorphic","3","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","2","NA","NA","NA","NA","herb","perennial","0.3","0.9","0.6","williams 1994; NA; hawkins, baskin & baskin 2005; NA","journal: evolution; online: http://www.illinoiswildflowers.info; journal: canadian journal of botany; online: https://www.gardenmanage.com/ *style length*; book: handbook of edible weeds: herbal reference library","10.2307/2410520","NA","https://doi.org/10.1139/b05-031","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cryptotaenia canadensis"
"Cucurbita melopepo","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Cucurbitales","Cucurbitaceae","Cucurbita","Cucurbita pepo","NA","separated","monoecious","NA","none","quantitative","0","0","NA","monoecious","NA","NA","NA","NA","flower","no","no","NA","orange_yellow","funnelform","actinomorphic","100","NA","NA","70","40","100","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","0.3","0.75","0.48","Flora of North America; University of Michigan","http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100835","http://climbers.lsa.umich.edu/?p=262","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cucurbita pepo"
"Cuphea petiolata","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Myrtales","Lythraceae","Cuphea","Cuphea viscosissima","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","roath, widrlechner & kleiman 1992","journal: industrial crops and products","NA","NA","flower","NA","NA","NA","purple","tube","zygomorphic","5","NA","NA","10","8","12","6.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","0.15","0.6","0.375","godfrey 1981; NA; jaradat & rinke 2008","book: aquatic and wetland plants of southeastern united states: dicotyledons; online: http://www.robsplants.com; journal: journal of agronomy","ISBN: 0820305324","NA","10.3923/ja.2008.25.32","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cuphea viscosissima"
"Cuscuta cephalanthi","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Solanales","Convolvulaceae","Cuscuta","Cuscuta cephalanthi","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white_yellow","bowl","actinomorphic","3","NA","NA","3","NA","NA","NA","1.25","1","1.5","NA","NA","4","NA","NA","NA","NA","herb","annual","NA","NA","NA","NA; wright 2011; NA; NA","online: https://www.illinoiswildflowers.info/; thesis: the evolution of sexual reproduction in cuscuta (convolvulaceae) *pollen*; online: http://climbers.lsa.umich.edu/ *style length, ovule number*","NA","ISBN: 978-0-494-75396-5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cuscuta cephalanthi"
"Cuscuta glomerata","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Solanales","Convolvulaceae","Cuscuta","Cuscuta glomerata","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","actinomorphic","9.5","NA","NA","4.5","4","5","4.5","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","herb","annual","NA","NA","0.25","godfrey 1981; NA","book: aquatic and wetland plants of southeastern united States: dicotyledons; online: http://climbers.lsa.umich.edu/ *ovule number*","ISBN: 0820305324","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cuscuta glomerata"
"Cynoglossum officinale","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Boraginales","Boraginaceae","Cynoglossum","Cynoglossum officinale","NA","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","self_compatible","jong, klinkhamer & boorman 1990","journal:journal of ecology","NA","NA","flower","no","NA","no","purple","bowl","actinomorphic","6","NA","NA","5.3","NA","NA","NA","1","NA","NA","NA","NA","4","NA","NA","NA","NA","herb","biennial","0.3","0.7","0.5","NA; de jong & klinkhamer 1989; NA; NA","online: http://www.luontoportti.com; journal: oecologia; online: https://plants.jstor.org/ *style length*; online: http://www1.biologie.uni-hamburg.de/ *ovule number*","NA","10.1007/BF00380146","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cynoglossum officinale"
"Cypripedium parviflorum pubescens","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asparagales","Orchidaceae","Cypripedium","Cypripedium parviflorum","pubescens","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","partially_self_compatible","NA","journal: the pollination biology of north american orchids","10.1007/978-1-4614-0592-4_5","NA","flower","yes","rhizomes","NA","white_yellow","tube","zygomorphic","36","NA","NA","73","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.12","0.8","0.46","NA; argue 2011","online: https://goorchids.northamericanorchidcenter.org; book: the pollination biology of north american orchids: volume 1: north of florida and mexico","NA","ISBN: 1461405912","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cypripedium parviflorum"
"Datura stramonium","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Solanales","Solanaceae","Datura","Datura stramonium","NA","bisexual","hermaphrodite","NA","high","qualitative","NA","NA","NA","self_compatible","kleunen, fischer & johnson 2007","journal: oikos","10.1111/j.2007.0030-1299.16004.x","NA","flower","no","NA","no","purple_white","campanulate","actinomorphic","40","30","50","75","50","100","NA","50","40","60","NA","NA","NA","NA","NA","NA","NA","herb","annual","0.5","2","1.25","kleunen, fischer & johnson 2007; NA; NA; NA","journal: oikos; online: https://gobotany.newenglandwild.org; online: https://www.sites.ext.vt.edu; online: https://ucjeps.berkeley.edu/ *style length*","https://doi.org/10.1111/j.2007.0030-1299.16004.x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Datura stramonium"
"Datura tatula","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Solanales","Solanaceae","Datura","Datura stramonium","NA","bisexual","hermaphrodite","NA","high","qualitative","NA","NA","NA","self_compatible","kleunen, fischer & johnson 2008","journal: oikos","10.1111/j.2007.0030-1299.16004.x","NA","flower","no","NA","NA","purple_white","campanulate","actinomorphic","40","30","50","75","50","100","NA","50","40","60","NA","NA","NA","NA","NA","NA","NA","herb","annual","0.5","2","1.25","kleunen, fischer & johnson 2007; NA; NA; NA","journal: oikos; online: https://gobotany.newenglandwild.org; online: https://www.sites.ext.vt.edu; online: https://ucjeps.berkeley.edu/ *style length*","https://doi.org/10.1111/j.2007.0030-1299.16004.x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Datura stramonium"
"Delphinium tricorne","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Ranunculales","Ranunculaceae","Delphinium","Delphinium tricorne","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","schlotman 2011","thesis: the effects of forest fragmentation on the reproductive success of spring ephemeral wildflower nd their pollinators","NA","NA","flower","NA","NA","no","pink_purple","tube","zygomorphic","35","NA","NA","35","NA","NA","NA","15","NA","NA","NA","NA","42","24","60","NA","NA","herb","perennial","NA","0.45","0.22500000000000001","NA; macior 1975; kral 1976; NA","online: http://www.missouriplants.com; journal: american journal of botany; journal: contributions to botany; online: http://worldfloraonline.org/ *ovule number*","NA","https://doi.org/10.2307/2442116","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Delphinium tricorne"
"Dentaria laciniata","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Brassicales","Brassicaceae","Cardamine","Cardamine concatenata","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","rhizomes","NA","white","tube","actinomorphic","37.5","NA","NA","9","NA","NA","9","6.5","5","8","NA","NA","12","10","14","NA","NA","herb","perennial","NA","0.4","0.2","NA; braun 1957; NA","online: http://www.missouriplants.com *style length*; journal: rhodora; online: https://www.discoverlife.org/ *ovule number*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cardamine concatenata"
