"","db","query","order","family","genus","genus_old"
"1937","itis","Tachinidae_sp5",NA,NA,NA,"Tachinidae_sp5"
"1938","itis","Tachinidae_sp6",NA,NA,NA,"Tachinidae_sp6"
"1939","itis","Tachinidae_sp8",NA,NA,NA,"Tachinidae_sp8"
"1940","itis","Tachytes_sp","Hymenoptera","Crabronidae","Tachytes","Tachytes_sp"
"1941","itis","Tatochila_autodice",NA,NA,NA,"Tatochila_autodice"
"1942","itis","Tephritidae_sp1",NA,NA,NA,"Tephritidae_sp1"
"1943","itis","Tephritidae_sp2",NA,NA,NA,"Tephritidae_sp2"
"1944","itis","Thygather_aethiops",NA,NA,NA,"Thygather_aethiops"
"1945","itis","Thynnidae_sp1",NA,NA,NA,"Thynnidae_sp1"
"1946","itis","Trichothurgus_laticeps","Hymenoptera","Megachilidae","Trichothurgus","Trichothurgus_laticeps"
"1947","itis","Trichothurgus_sp2",NA,NA,NA,"Trichothurgus_sp2"
"1948","itis","Trichostictia_sp",NA,NA,NA,"Trichostictia_sp"
"1949","itis","Villa_sp",NA,NA,NA,"Villa_sp"
"1950","itis","Willinkapis_chalybaea","Hymenoptera","Colletidae","Willinkapis","Willinkapis_chalybaea"
"1951","itis","Xylocopa_augusti","Hymenoptera","Apidae","Xylocopa","Xylocopa_augusti"
"1952","itis","Xylocopa_ordinaria","Hymenoptera","Apidae","Xylocopa","Xylocopa_ordinaria"
"1953","itis","Zeta_sp",NA,NA,NA,"Zeta_sp"
"1954","itis","Anosymia",NA,NA,NA,"Anosymia"
"1955","itis","Autographa","Lepidoptera","Noctuidae","Autographa","Autographa"
"1956","itis","Cephus","Hymenoptera","Cephidae","Cephus","Cephus"
"1957","itis","Eriothrix","Diptera","Tachinidae","Eriothrix","Eriothrix"
"1958","itis","Lasiommata",NA,NA,NA,"Lasiommata"
"1959","itis","Lejogaster",NA,NA,NA,"Lejogaster"
"1960","itis","Lucillia",NA,NA,NA,"Lucillia"
"1961","itis","Micromoth",NA,NA,NA,"Micromoth"
"1962","itis","Oligia","Lepidoptera","Noctuidae","Oligia","Oligia"
"1963","itis","Panameria",NA,NA,NA,"Panameria"
"1964","itis","Rhagio","Diptera","Rhagionidae","Rhagio","Rhagio"
"1965","itis","Sarcophagus",NA,NA,NA,"Sarcophagus"
"1966","itis","Scathophaga","Diptera","Scathophagidae","Scathophaga","Scathophaga"
"1967","itis","Adia","Diptera","Anthomyiidae","Adia","Adia"
"1968","itis","Adscita",NA,NA,NA,"Adscita"
"1969","itis","Amauronematus",NA,NA,NA,"Amauronematus"
"1970","itis","Antherophagus","Coleoptera","Cryptophagidae","Antherophagus","Antherophagus"
"1971","itis","Aphanthopus",NA,NA,NA,"Aphanthopus"
"1972","itis","Aplotarsus",NA,NA,NA,"Aplotarsus"
"1973","itis","Athous","Hymenoptera","Formicidae","Messor","Athous"
"1974","itis","Barycnemis",NA,NA,NA,"Barycnemis"
"1975","itis","Bellardia","Diptera","Calliphoridae","Bellardia","Bellardia"
"1976","itis","Botanophila","Diptera","Anthomyiidae","Botanophila","Botanophila"
"1977","itis","Calliopum","Diptera","Lauxaniidae","Calliopum","Calliopum"
"1978","itis","Cephalops",NA,NA,NA,"Cephalops"
"1979","itis","Clossiana","Lepidoptera","Nymphalidae","Boloria","Clossiana"
"1980","itis","Coenonympha","Lepidoptera","Nymphalidae","Coenonympha","Coenonympha"
"1981","itis","Cylindromyia","Diptera","Tachinidae","Cylindromyia","Cylindromyia"
"1982","itis","Cynomya","Diptera","Calliphoridae","Cynomya","Cynomya"
"1983","itis","Dalopius",NA,NA,NA,"Dalopius"
"1984","itis","Ectobius","Blattodea","Blattellidae","Ectobius","Ectobius"
"1985","itis","Entomophaga",NA,NA,NA,"Entomophaga"
"1986","itis","Epirrhoetristata",NA,NA,NA,"Epirrhoetristata"
"1987","itis","Ernestia",NA,NA,"Ernestia","Ernestia"
"1988","itis","Heterostylodes","Diptera","Anthomyiidae","Heterostylodes","Heterostylodes"
"1989","itis","Huebneria",NA,NA,NA,"Huebneria"
"1990","itis","Hypera","Coleoptera","Curculionidae","Hypera","Hypera"
"1991","itis","Lycophotia","Lepidoptera","Noctuidae","Lycophotia","Lycophotia"
"1992","itis","Lypha","Diptera","Tachinidae","Lypha","Lypha"
"1993","itis","Melanotoma",NA,NA,NA,"Melanotoma"
"1994","itis","Mellinus","Hymenoptera","Crabronidae","Mellinus","Mellinus"
"1995","itis","Mesapamea","Lepidoptera","Noctuidae","Mesapamea","Mesapamea"
"1996","itis","Mesochorus","Poales","Cyperaceae","Cyperus","Mesochorus"
"1997","itis","Miarus","Coleoptera","Curculionidae","Miarus","Miarus"
"1998","itis","Microgaster","Hymenoptera","Braconidae","Microgaster","Microgaster"
"1999","itis","Micropterix",NA,NA,NA,"Micropterix"
"2000","itis","Myrmica","Hymenoptera","Formicidae","Myrmica","Myrmica"
"2001","itis","Neomyia","Diptera","Muscidae","Neomyia","Neomyia"
"2002","itis","Orthonerva",NA,NA,NA,"Orthonerva"
"2003","itis","Paregle","Diptera","Anthomyiidae","Paregle","Paregle"
"2004","itis","Phasia","Diptera","Tachinidae","Phasia","Phasia"
"2005","itis","Pipizella",NA,NA,NA,"Pipizella"
"2006","itis","Poecilobothrus",NA,NA,NA,"Poecilobothrus"
"2007","itis","Prosternon",NA,NA,NA,"Prosternon"
"2008","itis","Rhinophora",NA,NA,NA,"Rhinophora"
"2009","itis","Scaeva","Diptera","Syrphidae","Scaeva","Scaeva"
"2010","itis","Sicus",NA,NA,NA,"Sicus"
"2011","itis","Tricholinum",NA,NA,NA,"Tricholinum"
"2012","itis","Zaira","Diptera","Tachinidae","Zaira","Zaira"
"2013","itis","Zophomyia",NA,NA,NA,"Zophomyia"
"2014","itis","Megaselia","Diptera","Phoridae","Megaselia","Megaselia"
"2015","itis","Chloropinae","Diptera","Chloropidae",NA,"Chloropinae"
"2016","itis","Parapiophila",NA,NA,NA,"Parapiophila"
"2017","itis","Aclastus",NA,NA,NA,"Aclastus"
"2018","itis","Micropsectra","Diptera","Chironomidae","Micropsectra","Micropsectra"
"2019","itis","Arpedium",NA,NA,NA,"Arpedium"
"2020","itis","Mycomya","Diptera","Mycetophilidae","Mycomya","Mycomya"
"2021","itis","Oliveridia","Diptera","Chironomidae","Oliveridia","Oliveridia"
"2022","itis","Corynoptera","Diptera","Sciaridae","Corynoptera","Corynoptera"
"2023","itis","Limnophilus",NA,NA,NA,"Limnophilus"
"2024","itis","Paradelia","Diptera","Anthomyiidae","Paradelia","Paradelia"
"2025","itis","Pegoplata","Diptera","Anthomyiidae","Pegoplata","Pegoplata"
"2026","itis","Urbicola",NA,NA,"Urbicola","Urbicola"
"2027","itis","Xestommaster",NA,NA,NA,"Xestommaster"
"2028","itis","Cidaria",NA,NA,NA,"Cidaria"
"2029","itis","Orthocentrinae",NA,NA,NA,"Orthocentrinae"
"2030","itis","Spilagona",NA,NA,NA,"Spilagona"
"2031","itis","Thricops","Diptera","Muscidae","Thricops","Thricops"
"2032","itis","Acamptocladius","Diptera","Chironomidae","Acamptocladius","Acamptocladius"
"2033","itis","Allophorocera","Diptera","Tachinidae","Allophorocera","Allophorocera"
"2034","itis","Alysiinae",NA,NA,NA,"Alysiinae"
"2035","itis","Boletina","Diptera","Mycetophilidae","Boletina","Boletina"
"2036","itis","Bradysia","Diptera","Sciaridae","Bradysia","Bradysia"
"2037","itis","Chamaepsila",NA,NA,NA,"Chamaepsila"
"2038","itis","Dasineura","Diptera","Cecidomyiidae","Dasineura","Dasineura"
"2039","itis","Gimnomera","Diptera","Scathophagidae","Gimnomera","Gimnomera"
"2040","itis","Heterotrissocladius","Diptera","Chironomidae","Heterotrissocladius","Heterotrissocladius"
"2041","itis","Lycoriella","Diptera","Sciaridae","Lycoriella","Lycoriella"
"2042","itis","Phyllolabis","Diptera","Tipulidae","Phyllolabis","Phyllolabis"
"2043","itis","Platygaster","Hymenoptera","Platygastridae","Platygaster","Platygaster"
"2044","itis","Platypalpus","Diptera","Hybotidae","Platypalpus","Platypalpus"
"2045","itis","Porizontini",NA,NA,NA,"Porizontini"
"2046","itis","Pseudosmittia","Diptera","Chironomidae","Pseudosmittia","Pseudosmittia"
"2047","itis","Rhaphium","Diptera","Dolichopodidae","Rhaphium","Rhaphium"
"2048","itis","Tetrastichinae",NA,NA,NA,"Tetrastichinae"
"2049","itis","Trichosia",NA,NA,NA,"Trichosia"
"2050","itis","Zaphne","Diptera","Anthomyiidae","Zaphne","Zaphne"
"2051","itis","Drymeia","Diptera","Muscidae","Drymeia","Drymeia"
"2052","itis","Sympistis","Lepidoptera","Noctuidae","Sympistis","Sympistis"
"2053","itis","Brachypogon","Diptera","Ceratopogonidae","Brachypogon","Brachypogon"
"2054","itis","Rheocricotopus","Diptera","Chironomidae","Rheocricotopus","Rheocricotopus"
"2055","itis","Polia","Lepidoptera","Noctuidae","Polia","Polia"
"2056","itis","Scatopsciara","Diptera","Sciaridae","Scatopsciara","Scatopsciara"
"2057","itis","Entephria","Lepidoptera","Geometridae","Entephria","Entephria"
"2058","itis","Eukiefferiella","Diptera","Chironomidae","Eukiefferiella","Eukiefferiella"
"2059","itis","Neoleria","Diptera","Heleomyzidae","Neoleria","Neoleria"
"2060","itis","Orthocladius","Diptera","Chironomidae","Orthocladius","Orthocladius"
"2061","itis","Plebeius",NA,NA,NA,"Plebeius"
"2062","itis","Aphidius",NA,NA,NA,"Aphidius"
"2063","itis","Chironomus","Diptera","Chironomidae","Chironomus","Chironomus"
"2064","itis","Gonarcticus","Diptera","Scathophagidae","Gonarcticus","Gonarcticus"
"2065","itis","Syngrapha","Lepidoptera","Noctuidae","Syngrapha","Syngrapha"
