motif,motif_functional_ID,counts_observed,motif_observed_probability
17,17_1_2_2_3_Bee,443,1.8676490303823917e-4
11,11_2_4_Non-syrphids-diptera_Bee_Non-bee-Hymenoptera,442,1.8634331183499256e-4
8,8_2_Bee_Lepidoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,441,1.8592172063174598e-4
10,10_2_5_Bee_Syrphids_Bee,441,1.8592172063174598e-4
1,1_4_Non-syrphids-diptera,440,1.855001294284994e-4
9,9_4_2_Bee_Syrphids_Syrphids,439,1.850785382252528e-4
15,15_2_2_3_Non-syrphids-diptera_Non-syrphids-diptera,438,1.8465694702200623e-4
13,13_3_3_2_Non-syrphids-diptera_Bee,437,1.8423535581875962e-4
13,13_1_2_4_Bee_Bee,436,1.8381376461551303e-4
13,13_1_5_2_Syrphids_Bee,436,1.8381376461551303e-4
5,5_2_4_Coleoptera_Non-syrphids-diptera,435,1.8339217341226645e-4
6,6_2_5_Bee_Bee,434,1.8297058220901986e-4
9,9_2_4_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera,434,1.8297058220901986e-4
9,9_4_4_Bee_Lepidoptera_Bee,434,1.8297058220901986e-4
11,11_2_4_Non-syrphids-diptera_Bee_Lizards,434,1.8297058220901986e-4
14,14_2_2_3_Bee_Bee,433,1.8254899100577328e-4
11,11_4_2_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,432,1.8212739980252667e-4
17,17_2_3_4_5_Bee,432,1.8212739980252667e-4
14,14_2_3_2_Non-syrphids-diptera_Non-syrphids-diptera,431,1.8170580859928009e-4
8,8_4_Bee_Lepidoptera_Lepidoptera_Syrphids,430,1.812842173960335e-4
11,11_5_5_Bee_Bee_Bee,430,1.812842173960335e-4
13,13_2_3_3_Non-syrphids-diptera_Bee,430,1.812842173960335e-4
9,9_4_4_Bee_Lepidoptera_Non-syrphids-diptera,429,1.8086262619278692e-4
9,9_4_4_Lepidoptera_Non-syrphids-diptera_Lepidoptera,429,1.8086262619278692e-4
10,10_2_4_Bee_Coleoptera_Non-syrphids-diptera,427,1.8001944378629372e-4
14,14_3_4_4_Bee_Non-syrphids-diptera,427,1.8001944378629372e-4
15,15_2_2_2_Syrphids_Bee,427,1.8001944378629372e-4
4,4_5_Bee_Lepidoptera_Non-syrphids-diptera,426,1.7959785258304714e-4
9,9_2_3_Bee_Non-syrphids-diptera_Bee,426,1.7959785258304714e-4
5,5_4_2_Non-bee-Hymenoptera_Bee,425,1.7917626137980056e-4
8,8_3_Lepidoptera_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Syrphids,425,1.7917626137980056e-4
4,4_3_Bee_Coleoptera_Non-syrphids-diptera,424,1.7875467017655397e-4
8,8_5_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,424,1.7875467017655397e-4
8,8_4_Coleoptera_Coleoptera_Lizards_Non-syrphids-diptera,423,1.783330789733074e-4
10,10_2_4_Non-bee-Hymenoptera_Non-syrphids-diptera_Syrphids,423,1.783330789733074e-4
4,4_3_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,422,1.7791148777006078e-4
5,5_1_4_Bee_Bee,421,1.774898965668142e-4
10,10_2_4_Bee_Non-syrphids-diptera_Coleoptera,420,1.770683053635676e-4
10,10_4_4_Lepidoptera_Non-syrphids-diptera_Bee,420,1.770683053635676e-4
13,13_2_4_2_Lepidoptera_Bee,419,1.7664671416032102e-4
4,4_4_Lepidoptera_Non-syrphids-diptera_Syrphids,418,1.7622512295707441e-4
10,10_1_3_Bee_Syrphids_Bee,418,1.7622512295707441e-4
10,10_2_4_Birds_Coleoptera_Bee,418,1.7622512295707441e-4
4,4_2_Bee_Bee_Lepidoptera,417,1.7580353175382783e-4
11,11_3_1_Syrphids_Bee_Bee,417,1.7580353175382783e-4
16,16_2_2_5_Bee_Bee,417,1.7580353175382783e-4
8,8_4_Bee_Coleoptera_Lepidoptera_Syrphids,416,1.7538194055058125e-4
9,9_1_2_Bee_Coleoptera_Bee,416,1.7538194055058125e-4
11,11_1_4_Bee_Bee_Bee,416,1.7538194055058125e-4
4,4_3_Syrphids_Syrphids_Syrphids,415,1.7496034934733466e-4
10,10_3_4_Lepidoptera_Non-syrphids-diptera_Bee,415,1.7496034934733466e-4
13,13_2_2_1_Non-syrphids-diptera_Non-syrphids-diptera,415,1.7496034934733466e-4
13,13_2_4_4_Bee_Non-syrphids-diptera,415,1.7496034934733466e-4
3,3_4_Non-syrphids-diptera_Syrphids,413,1.7411716694084147e-4
10,10_2_4_Lizards_Non-syrphids-diptera_Non-syrphids-diptera,413,1.7411716694084147e-4
9,9_4_4_Coleoptera_Non-syrphids-diptera_Syrphids,412,1.7369557573759488e-4
9,9_3_3_Bee_Coleoptera_Bee,409,1.7243080212785513e-4
11,11_1_2_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,409,1.7243080212785513e-4
13,13_2_4_4_Lepidoptera_Bee,409,1.7243080212785513e-4
4,4_3_Lepidoptera_Non-syrphids-diptera_Syrphids,408,1.7200921092460852e-4
8,8_1_Bee_Bee_Coleoptera_Lepidoptera,408,1.7200921092460852e-4
10,10_1_4_Bee_Bee_Bee,407,1.7158761972136194e-4
13,13_3_4_2_Non-bee-Hymenoptera_Bee,407,1.7158761972136194e-4
10,10_1_5_Bee_Bee_Bee,406,1.7116602851811535e-4
13,13_4_4_4_Bee_Bee,405,1.7074443731486877e-4
2,2_2_4_Non-syrphids-diptera,404,1.7032284611162219e-4
4,4_2_Lepidoptera_Lepidoptera_Non-syrphids-diptera,404,1.7032284611162219e-4
7,7_3_4_4_Bee,404,1.7032284611162219e-4
10,10_2_5_Lepidoptera_Non-syrphids-diptera_Bee,404,1.7032284611162219e-4
4,4_4_Coleoptera_Lepidoptera_Non-syrphids-diptera,403,1.6990125490837557e-4
5,5_4_4_Coleoptera_Non-syrphids-diptera,403,1.6990125490837557e-4
7,7_2_2_5_Bee,403,1.6990125490837557e-4
9,9_5_3_Bee_Syrphids_Bee,403,1.6990125490837557e-4
4,4_2_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,402,1.69479663705129e-4
5,5_5_5_Bee_Bee,402,1.69479663705129e-4
9,9_4_4_Coleoptera_Non-syrphids-diptera_Lizards,402,1.69479663705129e-4
13,13_2_4_4_Coleoptera_Non-syrphids-diptera,402,1.69479663705129e-4
15,15_4_2_2_Birds_Bee,402,1.69479663705129e-4
1,1_2_Non-syrphids-diptera,400,1.6863648129863582e-4
5,5_4_2_Birds_Bee,399,1.682148900953892e-4
9,9_2_4_Bee_Non-syrphids-diptera_Coleoptera,398,1.6779329889214263e-4
11,11_4_2_Bee_Bee_Non-syrphids-diptera,398,1.6779329889214263e-4
11,11_4_2_Syrphids_Bee_Bee,398,1.6779329889214263e-4
14,14_2_4_4_Lizards_Non-syrphids-diptera,398,1.6779329889214263e-4
8,8_3_Bee_Bee_Coleoptera_Syrphids,397,1.6737170768889604e-4
13,13_2_2_2_Lepidoptera_Bee,397,1.6737170768889604e-4
4,4_4_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,396,1.6695011648564946e-4
5,5_4_2_Bee_Non-syrphids-diptera,396,1.6695011648564946e-4
5,5_5_4_Bee_Bee,396,1.6695011648564946e-4
13,13_4_4_2_Coleoptera_Bee,396,1.6695011648564946e-4
9,9_1_1_Bee_Coleoptera_Bee,395,1.6652852528240288e-4
9,9_2_5_Bee_Lepidoptera_Bee,395,1.6652852528240288e-4
10,10_3_4_Coleoptera_Non-syrphids-diptera_Bee,395,1.6652852528240288e-4
13,13_2_3_1_Bee_Bee,395,1.6652852528240288e-4
8,8_5_Bee_Non-syrphids-diptera_Syrphids_Syrphids,394,1.6610693407915627e-4
9,9_4_2_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,394,1.6610693407915627e-4
9,9_5_3_Bee_Coleoptera_Bee,394,1.6610693407915627e-4
9,9_3_2_Bee_Syrphids_Non-syrphids-diptera,393,1.6568534287590968e-4
10,10_3_5_Bee_Non-syrphids-diptera_Bee,393,1.6568534287590968e-4
15,15_2_2_4_Non-bee-Hymenoptera_Bee,393,1.6568534287590968e-4
7,7_1_2_3_Bee,392,1.652637516726631e-4
9,9_3_2_Coleoptera_Syrphids_Bee,392,1.652637516726631e-4
9,9_4_2_Bee_Non-bee-Hymenoptera_Bee,392,1.652637516726631e-4
13,13_1_3_2_Non-syrphids-diptera_Non-syrphids-diptera,392,1.652637516726631e-4
13,13_3_4_4_Syrphids_Bee,392,1.652637516726631e-4
17,17_3_4_4_4_Bee,392,1.652637516726631e-4
9,9_3_1_Bee_Syrphids_Bee,391,1.6484216046941651e-4
11,11_5_2_Syrphids_Bee_Syrphids,390,1.6442056926616993e-4
14,14_2_4_2_Non-syrphids-diptera_Non-syrphids-diptera,390,1.6442056926616993e-4
14,14_4_4_4_Non-syrphids-diptera_Non-syrphids-diptera,389,1.6399897806292332e-4
9,9_1_4_Bee_Coleoptera_Bee,388,1.6357738685967674e-4
9,9_3_5_Bee_Syrphids_Bee,388,1.6357738685967674e-4
9,9_2_2_Bee_Syrphids_Non-syrphids-diptera,386,1.6273420445318357e-4
9,9_4_2_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,386,1.6273420445318357e-4
13,13_1_5_2_Bee_Bee,386,1.6273420445318357e-4
14,14_3_3_4_Bee_Bee,386,1.6273420445318357e-4
5,5_1_3_Bee_Bee,385,1.6231261324993698e-4
9,9_4_2_Bee_Bee_Non-syrphids-diptera,385,1.6231261324993698e-4
11,11_3_2_Non-syrphids-diptera_Bee_Bee,385,1.6231261324993698e-4
15,15_2_2_3_Non-syrphids-diptera_Bee,385,1.6231261324993698e-4
13,13_4_4_4_Syrphids_Bee,384,1.6189102204669037e-4
16,16_2_4_4_Bee_Non-syrphids-diptera,383,1.614694308434438e-4
9,9_2_2_Bee_Non-bee-Hymenoptera_Bee,382,1.610478396401972e-4
9,9_3_4_Lizards_Non-syrphids-diptera_Bee,382,1.610478396401972e-4
11,11_4_4_Syrphids_Bee_Non-syrphids-diptera,381,1.6062624843695062e-4
4,4_1_Bee_Non-syrphids-diptera_Non-syrphids-diptera,380,1.6020465723370404e-4
9,9_3_1_Bee_Lepidoptera_Bee,380,1.6020465723370404e-4
10,10_3_3_Bee_Non-syrphids-diptera_Bee,380,1.6020465723370404e-4
8,8_5_Lepidoptera_Lepidoptera_Non-syrphids-diptera_Syrphids,379,1.5978306603045743e-4
4,4_4_Coleoptera_Lizards_Non-syrphids-diptera,377,1.5893988362396426e-4
9,9_5_2_Coleoptera_Non-syrphids-diptera_Bee,377,1.5893988362396426e-4
9,9_1_2_Bee_Non-syrphids-diptera_Non-syrphids-diptera,376,1.5851829242071767e-4
10,10_2_4_Bee_Lepidoptera_Bee,376,1.5851829242071767e-4
10,10_4_4_Lizards_Non-syrphids-diptera_Bee,376,1.5851829242071767e-4
9,9_1_1_Bee_Bee_Bee,375,1.5809670121747106e-4
9,9_1_2_Coleoptera_Syrphids_Bee,375,1.5809670121747106e-4
9,9_2_4_Non-syrphids-diptera_Syrphids_Lepidoptera,374,1.5767511001422448e-4
9,9_3_2_Bee_Bee_Syrphids,374,1.5767511001422448e-4
15,15_2_4_4_Non-syrphids-diptera_Non-syrphids-diptera,374,1.5767511001422448e-4
15,15_4_2_2_Syrphids_Bee,374,1.5767511001422448e-4
9,9_4_4_Bee_Syrphids_Bee,373,1.572535188109779e-4
8,8_3_Bee_Lepidoptera_Lepidoptera_Non-syrphids-diptera,372,1.568319276077313e-4
14,14_4_4_2_Bee_Non-syrphids-diptera,372,1.568319276077313e-4
8,8_2_Bee_Bee_Coleoptera_Non-bee-Hymenoptera,371,1.5641033640448473e-4
8,8_4_Bee_Bee_Lepidoptera_Non-bee-Hymenoptera,371,1.5641033640448473e-4
10,10_2_4_Bee_Lizards_Bee,371,1.5641033640448473e-4
13,13_1_4_4_Non-syrphids-diptera_Bee,371,1.5641033640448473e-4
5,5_4_4_Syrphids_Bee,369,1.5556715399799153e-4
8,8_3_Bee_Coleoptera_Coleoptera_Non-syrphids-diptera,369,1.5556715399799153e-4
10,10_2_4_Bee_Non-bee-Hymenoptera_Bee,369,1.5556715399799153e-4
16,16_2_3_5_Bee_Bee,369,1.5556715399799153e-4
9,9_1_4_Bee_Non-syrphids-diptera_Syrphids,368,1.5514556279474495e-4
10,10_3_4_Non-bee-Hymenoptera_Non-syrphids-diptera_Bee,368,1.5514556279474495e-4
13,13_2_5_4_Non-syrphids-diptera_Bee,368,1.5514556279474495e-4
9,9_4_2_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,367,1.5472397159149837e-4
13,13_3_4_2_Birds_Bee,367,1.5472397159149837e-4
3,3_1_Bee_Bee,366,1.5430238038825178e-4
5,5_4_4_Non-syrphids-diptera_Syrphids,366,1.5430238038825178e-4
8,8_4_Coleoptera_Non-syrphids-diptera_Syrphids_Syrphids,366,1.5430238038825178e-4
5,5_4_4_Non-syrphids-diptera_Coleoptera,365,1.5388078918500517e-4
11,11_4_4_Non-syrphids-diptera_Lizards_Non-syrphids-diptera,365,1.5388078918500517e-4
4,4_4_Bee_Bee_Syrphids,364,1.534591979817586e-4
10,10_3_5_Bee_Syrphids_Bee,364,1.534591979817586e-4
9,9_1_1_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,363,1.53037606778512e-4
5,5_2_1_Non-syrphids-diptera_Non-syrphids-diptera,362,1.5261601557526542e-4
5,5_2_2_Non-syrphids-diptera_Syrphids,362,1.5261601557526542e-4
7,7_4_4_4_Bee,362,1.5261601557526542e-4
9,9_2_2_Non-syrphids-diptera_Syrphids_Lepidoptera,362,1.5261601557526542e-4
9,9_4_1_Bee_Syrphids_Bee,362,1.5261601557526542e-4
12,12_2_4_Bee_Bee_Non-syrphids-diptera,362,1.5261601557526542e-4
9,9_4_4_Non-syrphids-diptera_Non-syrphids-diptera_Non-bee-Hymenoptera,361,1.5219442437201884e-4
11,11_2_4_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,361,1.5219442437201884e-4
11,11_2_4_Syrphids_Bee_Non-syrphids-diptera,361,1.5219442437201884e-4
8,8_1_Syrphids_Syrphids_Syrphids_Syrphids,360,1.5177283316877222e-4
13,13_2_3_2_Birds_Bee,359,1.5135124196552564e-4
14,14_1_3_2_Bee_Bee,359,1.5135124196552564e-4
10,10_2_4_Lizards_Syrphids_Bee,358,1.5092965076227906e-4
11,11_4_4_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,358,1.5092965076227906e-4
9,9_1_2_Non-syrphids-diptera_Syrphids_Syrphids,357,1.5050805955903247e-4
9,9_1_5_Bee_Non-syrphids-diptera_Bee,357,1.5050805955903247e-4
9,9_3_2_Syrphids_Syrphids_Non-syrphids-diptera,357,1.5050805955903247e-4
9,9_5_3_Bee_Non-syrphids-diptera_Bee,357,1.5050805955903247e-4
10,10_3_4_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,357,1.5050805955903247e-4
13,13_2_2_4_Lepidoptera_Bee,357,1.5050805955903247e-4
8,8_4_Bee_Lizards_Non-bee-Hymenoptera_Non-syrphids-diptera,356,1.500864683557859e-4
13,13_4_4_3_Non-syrphids-diptera_Bee,356,1.500864683557859e-4
13,13_5_5_3_Bee_Bee,356,1.500864683557859e-4
13,13_1_5_3_Bee_Bee,355,1.4966487715253928e-4
15,15_4_2_2_Non-syrphids-diptera_Bee,354,1.492432859492927e-4
9,9_2_4_Coleoptera_Non-bee-Hymenoptera_Bee,351,1.4797851233955292e-4
9,9_4_4_Bee_Bee_Lepidoptera,351,1.4797851233955292e-4
9,9_5_4_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,351,1.4797851233955292e-4
11,11_1_2_Bee_Bee_Bee,351,1.4797851233955292e-4
11,11_4_4_Non-syrphids-diptera_Bee_Lizards,351,1.4797851233955292e-4
13,13_2_3_2_Lizards_Bee,351,1.4797851233955292e-4
4,4_3_Bee_Lepidoptera_Non-bee-Hymenoptera,350,1.4755692113630633e-4
8,8_4_Coleoptera_Coleoptera_Non-syrphids-diptera_Syrphids,350,1.4755692113630633e-4
5,5_2_4_Bee_Non-syrphids-diptera,349,1.4713532993305975e-4
9,9_2_2_Non-bee-Hymenoptera_Syrphids_Bee,349,1.4713532993305975e-4
10,10_2_5_Bee_Coleoptera_Bee,349,1.4713532993305975e-4
11,11_3_4_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,349,1.4713532993305975e-4
14,14_2_3_4_Bee_Non-syrphids-diptera,349,1.4713532993305975e-4
5,5_3_1_Bee_Bee,348,1.4671373872981316e-4
9,9_4_4_Bee_Non-syrphids-diptera_Coleoptera,348,1.4671373872981316e-4
10,10_2_2_Bee_Non-bee-Hymenoptera_Bee,348,1.4671373872981316e-4
3,3_3_Non-syrphids-diptera_Non-syrphids-diptera,347,1.4629214752656658e-4
6,6_3_4_Bee_Bee,347,1.4629214752656658e-4
9,9_4_3_Bee_Bee_Bee,347,1.4629214752656658e-4
13,13_1_2_5_Bee_Bee,347,1.4629214752656658e-4
13,13_2_4_3_Non-syrphids-diptera_Non-syrphids-diptera,347,1.4629214752656658e-4
16,16_2_4_5_Bee_Bee,347,1.4629214752656658e-4
6,6_4_4_Bee_Non-syrphids-diptera,346,1.4587055632331997e-4
9,9_2_4_Coleoptera_Non-syrphids-diptera_Lepidoptera,346,1.4587055632331997e-4
8,8_1_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera_Syrphids,344,1.450273739168268e-4
13,13_2_4_4_Non-syrphids-diptera_Lepidoptera,344,1.450273739168268e-4
5,5_4_3_Bee_Bee,343,1.4460578271358022e-4
9,9_5_2_Lepidoptera_Syrphids_Non-syrphids-diptera,343,1.4460578271358022e-4
10,10_4_4_Bee_Syrphids_Bee,343,1.4460578271358022e-4
13,13_4_4_2_Non-syrphids-diptera_Non-syrphids-diptera,343,1.4460578271358022e-4
15,15_2_2_2_Birds_Bee,343,1.4460578271358022e-4
2,2_3_4_Bee,341,1.4376260030708702e-4
8,8_1_Bee_Bee_Coleoptera_Non-bee-Hymenoptera,341,1.4376260030708702e-4
10,10_2_4_Non-syrphids-diptera_Non-syrphids-diptera_Coleoptera,341,1.4376260030708702e-4
11,11_2_1_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,341,1.4376260030708702e-4
14,14_3_5_3_Bee_Bee,341,1.4376260030708702e-4
8,8_3_Bee_Lepidoptera_Lepidoptera_Non-bee-Hymenoptera,340,1.4334100910384044e-4
15,15_3_4_4_Non-syrphids-diptera_Bee,340,1.4334100910384044e-4
17,17_1_2_3_4_Bee,340,1.4334100910384044e-4
13,13_5_5_2_Bee_Bee,339,1.4291941790059385e-4
9,9_3_5_Bee_Non-syrphids-diptera_Bee,338,1.4249782669734727e-4
9,9_4_2_Bee_Syrphids_Lepidoptera,338,1.4249782669734727e-4
9,9_5_2_Coleoptera_Syrphids_Bee,338,1.4249782669734727e-4
8,8_2_Lepidoptera_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,337,1.420762354941007e-4
9,9_2_3_Bee_Non-bee-Hymenoptera_Bee,337,1.420762354941007e-4
11,11_2_2_Non-syrphids-diptera_Syrphids_Syrphids,337,1.420762354941007e-4
15,15_3_3_5_Bee_Bee,337,1.420762354941007e-4
2,2_4_4_Bee,336,1.4165464429085408e-4
5,5_1_2_Non-syrphids-diptera_Bee,336,1.4165464429085408e-4
5,5_2_4_Non-syrphids-diptera_Coleoptera,336,1.4165464429085408e-4
8,8_3_Bee_Coleoptera_Non-syrphids-diptera_Syrphids,336,1.4165464429085408e-4
8,8_3_Lepidoptera_Lepidoptera_Non-syrphids-diptera_Syrphids,336,1.4165464429085408e-4
9,9_5_2_Lepidoptera_Syrphids_Lepidoptera,336,1.4165464429085408e-4
10,10_2_3_Bee_Non-syrphids-diptera_Syrphids,336,1.4165464429085408e-4
11,11_4_2_Non-bee-Hymenoptera_Bee_Non-syrphids-diptera,336,1.4165464429085408e-4
5,5_2_2_Birds_Bee,335,1.412330530876075e-4
5,5_2_2_Lizards_Bee,334,1.408114618843609e-4
7,7_2_4_4_Non-syrphids-diptera,334,1.408114618843609e-4
8,8_5_Bee_Bee_Non-syrphids-diptera_Non-syrphids-diptera,333,1.4038987068111432e-4
9,9_1_4_Lepidoptera_Lepidoptera_Bee,333,1.4038987068111432e-4
9,9_3_2_Non-bee-Hymenoptera_Non-syrphids-diptera_Bee,333,1.4038987068111432e-4
14,14_1_2_4_Bee_Bee,333,1.4038987068111432e-4
9,9_3_2_Lepidoptera_Syrphids_Non-syrphids-diptera,332,1.3996827947786771e-4
11,11_4_2_Non-syrphids-diptera_Bee_Syrphids,332,1.3996827947786771e-4
14,14_3_5_4_Bee_Bee,332,1.3996827947786771e-4
11,11_5_2_Non-syrphids-diptera_Bee_Bee,330,1.3912509707137455e-4
13,13_3_4_2_Coleoptera_Bee,330,1.3912509707137455e-4
15,15_3_4_5_Bee_Bee,330,1.3912509707137455e-4
10,10_1_2_Bee_Syrphids_Bee,329,1.3870350586812796e-4
9,9_2_2_Bee_Bee_Non-syrphids-diptera,328,1.3828191466488138e-4
12,12_3_5_Bee_Bee_Bee,328,1.3828191466488138e-4
13,13_2_3_1_Non-syrphids-diptera_Non-syrphids-diptera,328,1.3828191466488138e-4
9,9_3_2_Bee_Coleoptera_Bee,327,1.3786032346163477e-4
9,9_4_3_Bee_Syrphids_Bee,327,1.3786032346163477e-4
5,5_2_1_Bee_Bee,326,1.3743873225838818e-4
8,8_4_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera_Syrphids,326,1.3743873225838818e-4
9,9_2_1_Bee_Coleoptera_Bee,326,1.3743873225838818e-4
10,10_2_5_Lepidoptera_Syrphids_Non-syrphids-diptera,326,1.3743873225838818e-4
10,10_4_4_Bee_Syrphids_Non-syrphids-diptera,326,1.3743873225838818e-4
13,13_4_4_2_Lizards_Bee,325,1.370171410551416e-4
9,9_2_2_Bee_Lepidoptera_Bee,324,1.3659554985189502e-4
10,10_1_2_Bee_Bee_Coleoptera,324,1.3659554985189502e-4
11,11_2_4_Lizards_Bee_Non-syrphids-diptera,324,1.3659554985189502e-4
13,13_3_4_4_Non-syrphids-diptera_Non-syrphids-diptera,324,1.3659554985189502e-4
9,9_4_2_Lepidoptera_Syrphids_Syrphids,323,1.3617395864864843e-4
11,11_2_4_Non-syrphids-diptera_Coleoptera_Non-syrphids-diptera,323,1.3617395864864843e-4
13,13_3_5_2_Syrphids_Bee,322,1.3575236744540182e-4
14,14_2_3_2_Bee_Non-syrphids-diptera,321,1.3533077624215524e-4
9,9_3_4_Lepidoptera_Lepidoptera_Bee,320,1.3490918503890865e-4
11,11_5_2_Non-syrphids-diptera_Bee_Non-syrphids-diptera,320,1.3490918503890865e-4
9,9_1_4_Bee_Lepidoptera_Lepidoptera,319,1.3448759383566207e-4
11,11_2_3_Bee_Bee_Syrphids,319,1.3448759383566207e-4
9,9_2_4_Non-syrphids-diptera_Syrphids_Syrphids,317,1.3364441142916887e-4
9,9_2_2_Bee_Lepidoptera_Syrphids,316,1.332228202259223e-4
14,14_2_3_2_Bee_Syrphids,316,1.332228202259223e-4
13,13_2_5_2_Non-syrphids-diptera_Bee,315,1.328012290226757e-4
9,9_1_5_Lepidoptera_Non-syrphids-diptera_Bee,314,1.3237963781942912e-4
9,9_4_2_Syrphids_Syrphids_Syrphids,314,1.3237963781942912e-4
9,9_4_4_Coleoptera_Coleoptera_Bee,314,1.3237963781942912e-4
10,10_2_3_Bee_Lepidoptera_Bee,314,1.3237963781942912e-4
11,11_3_4_Bee_Bee_Non-syrphids-diptera,314,1.3237963781942912e-4
13,13_2_4_5_Bee_Bee,314,1.3237963781942912e-4
8,8_3_Bee_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,313,1.3195804661618254e-4
11,11_2_2_Syrphids_Syrphids_Syrphids,313,1.3195804661618254e-4
14,14_3_4_2_Bee_Bee,312,1.3153645541293593e-4
8,8_2_Bee_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,311,1.3111486420968934e-4
9,9_2_4_Bee_Non-bee-Hymenoptera_Bee,311,1.3111486420968934e-4
10,10_2_3_Bee_Coleoptera_Bee,311,1.3111486420968934e-4
12,12_4_4_Bee_Non-syrphids-diptera_Non-syrphids-diptera,311,1.3111486420968934e-4
13,13_2_3_2_Lepidoptera_Bee,311,1.3111486420968934e-4
14,14_3_4_2_Bee_Non-syrphids-diptera,311,1.3111486420968934e-4
3,3_4_Bee_Coleoptera,310,1.3069327300644276e-4
5,5_4_4_Syrphids_Non-syrphids-diptera,310,1.3069327300644276e-4
10,10_4_4_Lizards_Non-syrphids-diptera_Non-syrphids-diptera,310,1.3069327300644276e-4
13,13_2_4_3_Non-bee-Hymenoptera_Bee,310,1.3069327300644276e-4
15,15_4_4_4_Non-syrphids-diptera_Non-syrphids-diptera,310,1.3069327300644276e-4
4,4_2_Coleoptera_Lepidoptera_Syrphids,309,1.3027168180319618e-4
10,10_3_5_Bee_Bee_Non-syrphids-diptera,308,1.2985009059994957e-4
11,11_1_4_Non-syrphids-diptera_Bee_Lepidoptera,308,1.2985009059994957e-4
11,11_5_2_Non-syrphids-diptera_Bee_Lepidoptera,308,1.2985009059994957e-4
13,13_1_5_2_Non-syrphids-diptera_Bee,308,1.2985009059994957e-4
13,13_2_4_3_Lepidoptera_Bee,308,1.2985009059994957e-4
14,14_2_4_2_Bee_Syrphids,308,1.2985009059994957e-4
16,16_2_2_4_Bee_Non-syrphids-diptera,307,1.2942849939670298e-4
5,5_2_3_Syrphids_Bee,306,1.290069081934564e-4
9,9_4_3_Non-syrphids-diptera_Non-syrphids-diptera_Bee,306,1.290069081934564e-4
13,13_3_4_3_Bee_Bee,306,1.290069081934564e-4
3,3_2_Syrphids_Syrphids,305,1.2858531699020981e-4
4,4_2_Non-bee-Hymenoptera_Non-syrphids-diptera_Syrphids,305,1.2858531699020981e-4
4,4_3_Lepidoptera_Syrphids_Syrphids,305,1.2858531699020981e-4
5,5_1_2_Syrphids_Bee,305,1.2858531699020981e-4
8,8_4_Bee_Bee_Coleoptera_Coleoptera,305,1.2858531699020981e-4
10,10_2_4_Coleoptera_Lizards_Bee,305,1.2858531699020981e-4
10,10_2_5_Lepidoptera_Syrphids_Lepidoptera,305,1.2858531699020981e-4
8,8_2_Coleoptera_Coleoptera_Non-syrphids-diptera_Syrphids,304,1.2816372578696323e-4
9,9_3_2_Bee_Bee_Non-syrphids-diptera,304,1.2816372578696323e-4
10,10_2_2_Bee_Non-syrphids-diptera_Syrphids,304,1.2816372578696323e-4
9,9_2_2_Bee_Bee_Syrphids,303,1.2774213458371662e-4
11,11_2_4_Syrphids_Bee_Bee,303,1.2774213458371662e-4
4,4_2_Bee_Bee_Non-bee-Hymenoptera,302,1.2732054338047004e-4
8,8_2_Bee_Bee_Non-bee-Hymenoptera_Syrphids,302,1.2732054338047004e-4
9,9_1_4_Non-bee-Hymenoptera_Non-syrphids-diptera_Bee,302,1.2732054338047004e-4
10,10_1_4_Bee_Coleoptera_Bee,302,1.2732054338047004e-4
8,8_3_Bee_Bee_Coleoptera_Non-bee-Hymenoptera,301,1.2689895217722345e-4
8,8_3_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,301,1.2689895217722345e-4
10,10_1_4_Bee_Syrphids_Bee,301,1.2689895217722345e-4
11,11_2_1_Bee_Bee_Syrphids,301,1.2689895217722345e-4
15,15_4_2_4_Coleoptera_Bee,301,1.2689895217722345e-4
